minutes,points,off_rebounds,def_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,flagrant_fouls,blocked_att,field_goals_made,field_goals_att,three_points_made,three_points_att,free_throws_made,free_throws_att,two_points_made,two_points_att,efficiency,true_shooting_att,points_off_turnovers,points_in_paint_made,points_in_paint_att,points_in_paint,fouls_drawn,offensive_fouls,fast_break_pts,fast_break_att,fast_break_made,second_chance_pts,second_chance_att,second_chance_made,player_id
3.5,0.8,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.75,0.25,0.25,0.0,0.0,0.0,0.5,1.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,46519711-b888-45ce-b21e-c4bcfd9d3f01
30.35,19.15,0.33999999999999997,2.745,3.085,3.95,0.905,0.235,2.7649999999999997,2.75,0.005,0.885,6.445,14.775,2.625,7.795,3.63,4.1,3.82,6.98,15.76,16.58,2.95,3.175,5.355,6.355,3.315,0.265,3.2199999999999998,2.0700000000000003,1.205,1.2349999999999999,1.075,0.44,2ed2f76f-5a2f-4d79-ab7c-e84a8a42dc21
29.2,13.649999999999999,1.0150000000000001,5.015,6.029999999999999,1.45,0.855,0.345,1.215,1.85,0.015,0.45499999999999996,5.265000000000001,12.309999999999999,2.07,6.325,1.0550000000000002,1.47,3.1950000000000003,5.98,13.675,12.955,2.175,2.21,3.76,4.42,1.2400000000000002,0.28500000000000003,2.865,2.125,1.095,1.445,1.315,0.625,3a7d6510-00e9-4265-81df-864a1f547269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0eefc0d4-47bf-4280-aef3-e65b5c88e8be
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7458ef96-cab7-433e-a761-4e93537f4b52
19.55,6.65,0.8049999999999999,2.815,3.62,1.1,1.1199999999999999,0.26,0.5449999999999999,1.13,0.0,0.035,2.355,4.98,1.17,3.065,0.76,0.8300000000000001,1.185,1.92,9.49,5.345000000000001,1.85,0.855,1.155,1.705,1.265,0.035,1.1600000000000001,0.625,0.44,1.24,0.63,0.475,792fdc1e-e833-4777-a372-11e93e457480
32.4,16.25,1.07,3.8150000000000004,4.885,5.85,1.345,0.31999999999999995,3.5949999999999998,2.52,0.015,0.925,5.59,13.715,2.17,6.24,2.88,4.035,3.42,7.48,15.735,15.489999999999998,2.02,2.8899999999999997,6.055,5.775,3.3449999999999998,0.175,1.69,1.2,0.655,1.8,1.255,0.62,ca5ad700-2ed9-453a-9abe-08eb8edb601c
27.05,14.85,2.5650000000000004,6.720000000000001,9.280000000000001,1.45,0.615,0.5800000000000001,1.42,2.09,0.015,0.62,5.825,11.915,1.645,4.105,1.56,2.0,4.1850000000000005,7.8100000000000005,18.85,12.795,1.85,3.2,5.68,6.390000000000001,1.645,0.365,1.025,0.605,0.41000000000000003,2.9050000000000002,2.315,1.155,68b7aac9-02fd-4bd8-b10c-6702d2c5eb98
31.450000000000003,21.799999999999997,1.935,6.225,8.16,2.45,0.845,1.6099999999999999,1.775,2.69,0.0,0.74,7.48,15.89,1.815,5.5,5.025,5.800000000000001,5.665,10.39,23.89,18.445,2.56,4.27,7.135,8.54,5.109999999999999,0.42,1.23,0.705,0.39,2.995,2.07,1.13,3c5901ef-af1d-441d-aeed-8e0a93cead49
3.7,1.7,0.215,0.93,1.145,0.3,0.07,0.0,0.145,0.355,0.0,0.0,0.715,1.07,0.285,0.5,0.0,0.0,0.43,0.57,2.715,1.07,0.0,0.43,0.57,0.855,0.145,0.0,0.145,0.07,0.07,0.5,0.215,0.215,06570485-2ec5-40ab-9b50-8e4cfd7f0dc3
19.549999999999997,6.5,1.95,2.38,4.33,1.0,0.52,0.375,0.825,2.5949999999999998,0.0,0.27,2.5,3.8,0.145,0.41500000000000004,1.3399999999999999,2.0,2.355,3.38,9.96,4.68,1.07,2.33,3.25,4.654999999999999,2.35,0.36,0.43999999999999995,0.25,0.21,1.0899999999999999,0.685,0.44499999999999995,a465418b-0933-40b4-8f01-253d046872e1
29.3,17.7,0.335,2.475,2.81,1.9500000000000002,0.865,0.365,1.6400000000000001,2.175,0.0,0.675,5.9350000000000005,12.65,2.05,5.105,3.76,4.575,3.885,7.539999999999999,14.48,14.66,2.675,3.2,6.0,6.4,3.795,0.16,2.86,1.675,1.01,1.1600000000000001,0.9750000000000001,0.405,e1e4c26d-ab5c-4bd7-886a-812854466bb8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b86eda9-8fae-4d3a-88d7-7c70da3ec7d3
6.0,1.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.5,0.5,0.0,0.0,0.0,97d6b1fc-34c0-46df-a885-5e7f90cb0762
4.45,1.45,0.07,0.715,0.785,0.95,0.07,0.0,0.355,0.25,0.0,0.0,0.645,1.465,0.18,0.645,0.0,0.07,0.465,0.82,2.035,1.495,0.25,0.395,0.645,0.785,0.07,0.0,0.25,0.215,0.105,0.07,0.105,0.035,bfe2a85f-6d49-406e-88a1-2a38a66e8cfb
15.600000000000001,4.75,0.35,1.825,2.175,2.65,0.325,0.45,1.475,1.35,0.0,0.55,1.575,4.15,0.725,2.1,0.875,1.125,0.85,2.05,6.05,4.6450000000000005,1.625,0.725,1.675,1.45,1.475,0.05,0.625,0.35,0.225,0.4,0.275,0.15,b9901d15-7253-4654-a4c3-5ab9fea39f7c
18.75,6.85,0.37,1.9,2.26,1.2000000000000002,0.47,0.245,0.91,1.89,0.04,0.15,2.41,5.615,1.125,3.21,0.935,1.155,1.29,2.4050000000000002,6.699999999999999,6.12,1.1099999999999999,1.115,1.99,2.235,1.3900000000000001,0.095,1.085,0.73,0.405,0.655,0.5549999999999999,0.215,4f80cdb1-1b10-4669-9774-045bc8a99c99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599e6bbf-54a5-431b-b542-1817a0942369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9484b30a-4e6e-4307-8b42-12fa141dee17
20.5,7.9,0.40499999999999997,1.74,2.145,1.35,0.535,0.245,0.78,1.745,0.045,0.17,2.75,6.24,1.78,4.57,0.6100000000000001,0.75,0.97,1.67,7.755,6.57,1.255,0.9349999999999999,1.465,1.865,0.6599999999999999,0.05,1.31,1.1,0.5,0.98,0.72,0.37,e8486226-53e1-4857-b5f0-8b6fe88bdd8a
15.0,6.2,0.22,0.67,0.89,1.7,0.44,0.11,0.44,1.11,0.0,0.33,2.11,4.67,0.11,1.33,1.89,2.44,2.0,3.33,5.78,5.74,1.44,1.78,3.0,3.56,2.33,0.0,1.0,0.67,0.44,0.44,0.67,0.22,8571e039-8802-453a-aca5-7fdcb3ae1a28
14.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,2.0,3.0,3.0,6.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,a7c34619-c032-456b-98da-b4eba67b53b6
9.9,4.15,0.695,1.395,2.09,0.6,0.645,0.355,0.875,0.6599999999999999,0.0,0.07,1.5,4.32,0.645,2.6950000000000003,0.48,0.48,0.855,1.625,4.07,4.535,0.98,0.855,1.5550000000000002,1.7149999999999999,0.605,0.0,1.25,0.855,0.5,0.945,0.77,0.41,88005562-d747-4995-8bb7-de651d6c5bbc
5.15,1.2,1.25,1.1,2.35,0.6,0.0,0.45,0.35,0.95,0.0,0.0,0.6,1.9,0.0,0.0,0.0,0.2,0.6,1.9,2.75,1.99,0.2,0.6,1.65,1.2,0.45,0.0,0.2,0.1,0.1,0.2,1.05,0.1,7cfc1044-54f9-4788-af5f-8d943f992e0d
25.45,12.600000000000001,0.5549999999999999,2.6550000000000002,3.21,3.0,0.835,0.115,1.145,2.0549999999999997,0.0,0.35,4.245,10.085,1.955,5.445,2.16,2.5,2.29,4.635,12.455,11.18,1.8199999999999998,1.88,3.5999999999999996,3.7649999999999997,1.855,0.11,1.6400000000000001,1.255,0.615,1.135,1.0150000000000001,0.42500000000000004,cb0b5991-53e4-4dce-bf95-215fd6ecf728
4.5,2.5,0.25,0.5,0.75,0.5,0.25,0.0,1.25,0.0,0.0,0.0,0.5,1.25,0.5,1.0,1.0,1.5,0.0,0.25,1.5,1.91,0.0,0.0,0.25,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.25,0.0,09132733-2306-42e8-869e-2172ed2c77e0
2.4,0.3,0.0,0.36,0.36,0.2,0.18,0.0,0.09,0.27,0.0,0.0,0.09,0.45,0.09,0.27,0.0,0.0,0.0,0.18,0.55,0.45,0.27,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab
32.3,17.1,0.7849999999999999,4.484999999999999,5.27,2.45,0.405,0.285,1.9649999999999999,2.225,0.005,1.2149999999999999,6.1,14.66,1.725,5.33,3.2,4.38,4.38,9.33,13.825,16.59,2.225,4.09,8.42,8.175,3.12,0.185,2.385,1.96,0.95,1.67,1.46,0.605,42c5f009-dfd2-4a94-a750-0943791e138e
27.1,6.4,0.315,2.85,3.165,1.15,0.495,0.14,0.525,1.785,0.0,0.21,2.2649999999999997,5.9399999999999995,1.565,4.71,0.315,0.43999999999999995,0.71,1.23,7.005000000000001,6.130000000000001,1.0150000000000001,0.525,0.895,1.055,0.35,0.07,1.02,0.8500000000000001,0.405,0.8999999999999999,0.7150000000000001,0.33999999999999997,42fa4c2c-6520-4d04-a753-cfe4a5c5e2e1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c721dcc-8d35-494a-aa85-b696c0ecda48
21.95,6.35,0.6699999999999999,3.5599999999999996,4.23,1.2,1.005,0.955,0.8500000000000001,2.1,0.0,0.20500000000000002,2.33,5.59,1.33,3.73,0.36,0.45999999999999996,1.0,1.8599999999999999,9.52,5.795,0.905,0.95,1.72,1.9,0.645,0.09,0.5549999999999999,0.52,0.22,0.79,0.645,0.32,3e512d9e-ff9c-4f23-a4fd-a88128ee3af2
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873b795-88a9-47b2-b63d-044f6be48fbd
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7b32d8e-c431-4d67-a5a1-38cbdf56f3c3
16.95,7.050000000000001,0.72,3.135,3.855,1.0,0.37,0.235,0.73,1.405,0.0,0.19499999999999998,2.525,6.140000000000001,1.1199999999999999,3.3600000000000003,0.9,1.165,1.405,2.775,7.93,6.65,1.02,1.07,1.8449999999999998,2.145,0.8700000000000001,0.07500000000000001,0.665,0.505,0.275,0.9550000000000001,0.735,0.36,79d56fd7-f4ed-4905-9d04-dff4b5352334
31.2,14.5,3.34,9.9,13.24,1.15,0.795,1.8250000000000002,1.7650000000000001,2.81,0.045,0.61,5.32,7.74,0.0,0.035,3.86,5.800000000000001,5.32,7.705,25.405,10.29,1.935,5.305,7.645,10.615,5.324999999999999,0.605,0.6000000000000001,0.255,0.25,3.675,2.17,1.355,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12
35.0,16.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,0.0,0.0,6.0,12.0,2.0,5.0,2.0,2.0,4.0,7.0,23.0,12.88,2.0,4.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6b2a569f-b0ae-4bdf-b7c8-eef466421d9a
11.2,4.8,0.515,1.835,2.35,0.35,0.12,0.21,0.26,0.5,0.0,0.275,1.91,3.94,0.32,1.075,0.665,0.925,1.59,2.865,5.29,4.345,0.5,1.195,2.03,2.395,0.62,0.075,0.91,0.575,0.365,0.545,0.44,0.21,5bfc9a4c-deb7-4f37-a784-5d99ada863cb
16.75,6.800000000000001,0.32999999999999996,1.795,2.125,1.9,0.5900000000000001,0.16999999999999998,1.1099999999999999,1.095,0.0,0.395,2.3499999999999996,5.675,0.89,2.425,1.2349999999999999,1.79,1.46,3.255,6.64,6.465,1.03,1.355,2.8,2.71,1.56,0.035,1.225,0.78,0.44999999999999996,1.01,0.69,0.325,36cb0c82-ee54-43f1-96bc-bfc9ba728b50
5.3,2.2,0.33,0.44,0.78,0.4,0.0,0.11,0.0,0.33,0.0,0.11,0.89,1.78,0.33,1.0,0.11,0.11,0.56,0.78,2.67,1.83,0.22,0.56,0.78,1.11,0.11,0.0,0.0,0.22,0.0,0.56,0.22,0.22,1bd20765-bf81-4250-a16c-05a4799758fc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0d9c043-32b9-4c79-a692-564e93f62bd3
17.15,7.8999999999999995,1.615,3.72,5.335,0.75,0.19,0.63,0.875,2.17,0.0,0.385,3.33,4.945,0.1,0.16999999999999998,1.1199999999999999,1.4000000000000001,3.2299999999999995,4.775,12.04,5.5600000000000005,0.92,3.17,4.63,6.345000000000001,1.335,0.275,0.535,0.33,0.26,1.9849999999999999,1.2000000000000002,0.855,e96ef8d2-192f-47a3-a6ad-876603de1907
16.0,3.6,0.42,1.81,2.23,0.8,0.31,0.04,0.19,0.92,0.0,0.0,1.23,3.54,0.65,2.15,0.46,0.46,0.58,1.38,4.5,3.74,0.42,0.42,0.81,0.85,0.42,0.0,0.5,0.27,0.19,0.35,0.46,0.15,d38f8754-7ecb-4791-a350-f67e5c4c785a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db013b56-b4ad-4345-bfed-90a109d3ed63
26.25,12.55,0.385,2.2,2.585,3.6500000000000004,0.6200000000000001,0.11,1.625,1.595,0.0,0.24,4.805,12.37,1.9,6.095000000000001,1.055,1.295,2.91,6.28,10.11,12.940000000000001,1.565,2.2199999999999998,4.345,4.4399999999999995,1.49,0.095,0.8300000000000001,0.96,0.34,0.825,0.96,0.28500000000000003,7b745dde-a011-45a8-98a8-460a9facb3ce
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36cb55ca-8a36-4e95-8af4-a7c7d353cae9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a793c072-6cd1-40a1-b5ca-89e4a7c9f3e8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80755300-0a97-4444-9e38-06c9f0f71d85
19.75,6.1,1.15,1.805,2.9450000000000003,0.8999999999999999,0.6100000000000001,0.33999999999999997,0.5549999999999999,1.4500000000000002,0.0,0.375,2.42,5.46,0.53,1.78,0.7150000000000001,1.045,1.8900000000000001,3.6799999999999997,6.9350000000000005,5.925,0.7150000000000001,1.675,3.2649999999999997,3.345,1.17,0.04,0.45999999999999996,0.49,0.2,1.03,0.925,0.48,cfca106e-f7a4-4ea3-a805-4505a3bf74c6
12.95,5.45,1.4000000000000001,1.145,2.545,1.25,0.055,0.40499999999999997,1.0150000000000001,1.52,0.015,0.155,2.445,4.135,0.025,0.145,0.5700000000000001,0.89,2.415,3.9899999999999998,6.72,4.52,0.5,2.33,3.715,4.66,1.13,0.39,0.06,0.03,0.03,1.375,0.99,0.61,e521ef3c-7892-4f14-a560-df320872d59a
12.149999999999999,3.8,0.6,1.415,2.01,0.7,0.25,0.085,0.42000000000000004,0.895,0.0,0.245,1.365,3.34,0.71,1.9449999999999998,0.385,0.49,0.65,1.395,4.365,3.55,0.74,0.565,1.165,1.125,0.525,0.05,0.645,0.41000000000000003,0.24000000000000002,0.535,0.4,0.20500000000000002,bab1b58c-6d77-433c-bf21-c4a3a6b24b7f
8.0,2.2,0.0,0.4,0.4,2.0,0.0,0.0,0.2,0.4,0.0,0.6,1.0,2.2,0.0,0.2,0.2,0.4,1.0,2.0,3.0,2.38,0.0,1.0,1.8,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2397baee-35f2-4602-bf1b-15fedcdcec05
15.35,5.55,0.185,1.31,1.4949999999999999,2.1,0.56,0.055,0.865,1.335,0.0,0.245,2.16,4.63,0.35,1.31,0.8899999999999999,1.13,1.81,3.325,6.23,5.125,1.0350000000000001,1.545,2.885,3.0949999999999998,1.555,0.04,0.36,0.28,0.13,0.26,0.22999999999999998,0.115,8e7ffd66-f779-418c-bf18-b9f746a1c5fe
31.25,8.05,0.8,4.18,4.98,3.1,1.135,0.6000000000000001,1.25,2.725,0.0,0.28,2.82,6.715,1.775,4.63,0.625,0.875,1.045,2.085,12.475000000000001,7.1,1.05,1.03,2.025,2.06,1.1,0.115,1.65,1.04,0.655,0.75,0.69,0.28,32526c95-bc6e-4d28-a751-c4200904d80b
14.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,b4879939-34fa-414c-8a27-6b5dc49f64d4
5.2,1.9,0.25,0.75,1.0,0.5,0.08,0.08,1.33,0.83,0.0,0.17,0.58,1.67,0.25,0.75,0.5,0.5,0.33,0.92,1.17,1.89,0.33,0.33,0.92,0.67,0.33,0.08,0.17,0.33,0.08,0.33,0.08,0.08,e8def95a-cdf0-423f-9cac-a3e7e92364db
16.1,3.1,0.56,2.17,2.72,3.7,0.67,0.28,1.89,1.39,0.06,0.22,1.28,3.94,0.44,1.67,0.06,0.11,0.83,2.28,5.83,3.99,0.5,0.83,2.11,1.67,0.56,0.0,0.44,0.28,0.17,0.22,0.39,0.11,977b67b1-4665-4f97-ba3b-7d7778efecdb
22.85,9.15,0.355,2.7800000000000002,3.1350000000000002,5.05,1.115,0.195,1.795,1.88,0.0,0.56,3.115,8.74,1.19,3.8,1.72,2.045,1.93,4.9399999999999995,10.885,9.64,1.305,1.2449999999999999,3.2449999999999997,2.485,2.165,0.09,0.65,0.62,0.25,0.45999999999999996,0.79,0.14500000000000002,a3531f82-7374-41e7-ac71-ef5071ad2a12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02d782f9-c33b-4ebb-a7f2-7f19cfafaf89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89797d2a-8257-4b70-bc98-3bb0cec9dac0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847ab791-26a2-439e-9c66-0c4a77a93b82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848e56a-65a2-4f0a-95a4-d4448be68cb9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c00a7890-2750-4178-87e2-781f16a892bd
33.15,17.75,1.435,5.035,6.470000000000001,7.95,1.135,0.365,4.025,2.515,0.04,0.8799999999999999,6.8,14.49,1.205,3.56,2.94,4.52,5.595000000000001,10.93,20.36,16.475,2.525,4.475,8.335,8.95,3.49,0.33999999999999997,2.685,1.9849999999999999,1.1099999999999999,1.78,1.325,0.6950000000000001,74a45eed-f2b0-4886-ae71-d04cf7d59528
26.0,9.0,3.415,5.220000000000001,8.635,1.6,0.69,1.63,1.1099999999999999,1.935,0.0,0.29500000000000004,4.045,5.43,0.0,0.015,0.89,1.44,4.045,5.415,18.490000000000002,6.0600000000000005,1.4100000000000001,3.9800000000000004,5.1899999999999995,7.955,1.275,0.185,0.72,0.375,0.345,2.885,1.81,1.31,c20dfb58-5622-405e-90b1-92b79ee97461
2.4,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.4,0.2,0.2,0.4,0.4,0.0,0.2,0.8,0.58,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2f1d1aa0-1a44-4f38-8b1a-3e05e4d39850
6.6,2.6,0.08,0.25,0.33,0.3,0.08,0.08,0.17,0.42,0.0,0.25,1.0,2.67,0.17,0.92,0.42,0.83,0.83,1.75,1.08,3.03,0.33,0.58,1.33,1.17,0.5,0.0,0.33,0.33,0.17,0.42,0.5,0.17,d919df6a-d871-4394-aad5-bbb0e7eb489f
35.4,22.200000000000003,1.83,8.135000000000002,9.965,4.55,0.69,0.45,3.16,2.945,0.02,0.825,7.73,17.6,2.315,6.875,4.4399999999999995,5.82,5.41,10.725,23.445,20.16,2.895,4.3100000000000005,7.46,8.620000000000001,4.655,0.625,1.5,1.095,0.64,3.485,2.3449999999999998,1.2999999999999998,24c85a15-686e-4161-934b-40948188fa36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4fbc6f7-d803-404d-9f69-a31ff8fb69c7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc929037-1cbf-4a60-a4d8-59636641ae88
24.25,9.4,0.405,2.34,2.745,2.25,0.38,0.21,1.13,1.7,0.0,0.18,3.025,5.83,1.1400000000000001,2.895,2.23,2.57,1.8800000000000001,2.935,10.68,6.960000000000001,1.84,1.595,2.295,3.195,2.58,0.095,1.685,0.86,0.645,0.635,0.42000000000000004,0.17,c4981f56-93a2-47b1-8d31-4e8635f45e1d
23.15,10.65,0.51,1.6,2.11,1.05,0.89,0.365,1.075,1.5150000000000001,0.0,0.54,3.71,8.685,1.36,3.7849999999999997,1.8599999999999999,2.09,2.35,4.9,8.785,9.605,1.54,2.01,3.71,4.015,1.5499999999999998,0.05,1.385,0.815,0.51,0.665,0.7849999999999999,0.25,8f10f30f-cab7-43e1-be6b-736cd8700081
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c67a37c2-660c-4da9-90c3-95db43613038
10.25,3.25,1.34,1.805,3.15,0.5,0.615,0.65,0.52,1.6099999999999999,0.0,0.235,1.4300000000000002,2.5999999999999996,0.005,0.155,0.36000000000000004,0.535,1.42,2.44,6.23,2.83,0.42500000000000004,1.355,2.265,2.71,0.53,0.15500000000000003,0.215,0.125,0.1,1.045,0.775,0.48,c7c7c72b-7cee-409a-b2b5-256d173ac305
13.05,3.65,0.35,2.1550000000000002,2.505,0.85,0.7949999999999999,0.165,0.44999999999999996,1.2349999999999999,0.015,0.14,1.355,3.09,0.62,1.52,0.325,0.44999999999999996,0.74,1.5699999999999998,5.705,3.29,0.695,0.35000000000000003,0.94,0.7000000000000001,0.295,0.03,0.25,0.265,0.125,0.49,0.32,0.165,474b716b-2dc2-4a2d-ade1-7b3b061b88da
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643b1f04-755c-4041-8259-45340a056b43
17.45,10.15,1.195,3.085,4.29,0.9,0.5700000000000001,0.825,1.125,2.49,0.005,0.52,3.86,7.76,1.02,2.885,1.42,2.0300000000000002,2.8449999999999998,4.87,11.129999999999999,8.655000000000001,1.73,2.8200000000000003,4.8149999999999995,5.635,1.73,0.24,0.695,0.42500000000000004,0.295,1.395,0.98,0.555,823b2161-0c34-494c-9d7c-b438152f4f4d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e04a935-33a2-4426-84a7-41b39854a57a
14.1,3.2,0.79,1.86,2.64,0.3,0.29,0.07,0.21,1.64,0.0,0.36,1.21,3.14,0.36,1.43,0.43,0.43,0.86,1.71,4.36,3.33,0.43,0.71,1.43,1.43,0.43,0.14,0.57,0.43,0.29,0.79,0.64,0.29,09a90226-6869-41b5-9bfe-78a53e75292b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7518dda-4633-4ad0-81c2-38e6adff4cf5
13.95,6.0,1.5799999999999998,2.6399999999999997,4.215,0.5,0.22500000000000003,0.8400000000000001,0.7150000000000001,1.925,0.01,0.41,2.29,3.55,0.01,0.01,1.385,1.805,2.285,3.54,9.344999999999999,4.335,0.7949999999999999,2.2350000000000003,3.475,4.47,1.57,0.375,0.45499999999999996,0.25,0.165,1.915,1.19,0.76,9654c7f1-d16c-428c-88fd-2a6cdb5a8370
24.75,11.15,0.6699999999999999,2.185,2.855,2.4,0.8899999999999999,0.38,1.145,1.855,0.0,0.25,4.02,8.96,1.5899999999999999,4.3,1.505,1.755,2.435,4.66,11.3,9.735,1.625,1.55,2.875,3.11,1.67,0.135,1.05,0.76,0.355,1.065,1.03,0.425,ef11cca9-6605-44e8-943e-193c7b821465
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e41f7a3d-abec-468c-9e29-af2a374f4525
19.35,5.15,0.22499999999999998,1.425,1.65,1.25,0.51,0.08499999999999999,0.525,1.4649999999999999,0.01,0.275,1.875,4.595,0.96,2.795,0.43999999999999995,0.635,0.915,1.805,5.205,4.875,0.6,0.905,1.6800000000000002,1.82,0.725,0.03,0.605,0.445,0.22999999999999998,0.49,0.5349999999999999,0.195,34a159c8-9fe6-4386-bf01-3446f4248bcb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62933587-9382-4b7e-9cb0-9a07e5b4fdc8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f57e6fe5-b371-4ed3-9713-b174eab79281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,befc2559-ffb9-46ab-b3cb-2a9844c5fe4d
22.5,9.0,0.29500000000000004,2.21,2.505,1.3,0.52,0.115,0.7050000000000001,2.285,0.0,0.275,3.035,8.05,2.2350000000000003,6.585,0.675,0.7949999999999999,0.8,1.465,7.6,8.4,1.315,0.7050000000000001,1.225,1.405,0.8400000000000001,0.08,0.86,0.685,0.30000000000000004,0.855,0.935,0.305,18d35316-9f40-408c-abcc-ab49e06ef8e8
13.7,3.7,1.55,2.52,4.06,0.8,0.39,0.39,0.52,1.71,0.0,0.26,1.52,2.87,0.0,0.19,0.71,1.0,1.52,2.68,7.23,3.31,0.84,1.52,2.61,3.03,1.06,0.19,0.1,0.03,0.03,1.42,0.94,0.58,cbceca06-325c-492c-a995-873ec07bc64e
25.75,7.4,3.935,4.755,8.69,0.7,0.725,1.77,0.675,2.73,0.015,0.435,3.16,4.42,0.0,0.0,1.08,2.05,3.16,4.42,16.369999999999997,5.325,1.125,3.16,4.41,6.3100000000000005,1.8199999999999998,0.2,0.1,0.065,0.04,3.3899999999999997,2.1799999999999997,1.43,97e25d19-7c5c-49f9-91c0-5cd9b9cebdcb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f462af0-2ac8-4ca5-aa5a-17b37dc5001b
11.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1ccff2d9-b2d4-4a33-a429-b2a7c4600977
20.65,7.15,1.685,3.295,4.985,0.9,0.515,0.255,0.675,1.5899999999999999,0.0,0.43000000000000005,2.67,6.164999999999999,1.01,2.9450000000000003,0.78,1.0350000000000001,1.665,3.2199999999999998,9.365,6.62,1.0350000000000001,1.54,2.8499999999999996,3.08,0.8899999999999999,0.07,0.69,0.525,0.32,1.17,1.125,0.44499999999999995,709a47f0-270b-46b0-8089-be42c4f9ebc3
