minutes,points,off_rebounds,def_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,flagrant_fouls,blocked_att,field_goals_made,field_goals_att,three_points_made,three_points_att,free_throws_made,free_throws_att,two_points_made,two_points_att,efficiency,true_shooting_att,points_off_turnovers,points_in_paint_made,points_in_paint_att,points_in_paint,fouls_drawn,offensive_fouls,fast_break_pts,fast_break_att,fast_break_made,second_chance_pts,second_chance_att,second_chance_made,player_id
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,-1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a61a1458-1481-4474-8c30-bf4c3430050d
3.7,3.3,0.67,0.33,1.0,0.3,0.33,0.33,0.33,1.0,0.0,0.0,1.67,2.33,0.0,0.0,0.0,0.0,1.67,2.33,4.33,2.33,0.67,1.67,2.33,3.33,0.0,0.33,0.0,0.0,0.0,1.33,0.67,0.67,c21994c6-ce10-4595-b695-2a16f8154f9e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,def4d45e-f04c-492d-85ea-cda0de29fe55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469a1340-4263-4897-b1d5-caabc6340904
12.3,1.3,0.0,1.33,1.33,0.7,0.33,0.0,0.33,1.67,0.0,0.0,0.67,2.33,0.0,1.0,0.0,0.0,0.67,1.33,1.67,2.33,0.67,0.67,0.67,1.33,0.33,0.0,1.33,0.67,0.67,0.0,0.33,0.0,ea162a49-c774-4ace-b629-8eaf2e889ddb
16.8,8.9,1.64,4.07,5.71,1.3,0.79,0.5,1.0,2.93,0.0,0.57,3.21,7.07,0.57,2.71,1.93,2.36,2.64,4.36,11.93,8.11,0.93,2.64,4.21,5.29,3.0,0.29,0.71,0.29,0.21,2.07,1.5,0.79,cbb21aed-9716-44a2-b0e4-54ce09333b94
17.7,3.8,0.61,2.58,3.19,2.3,0.73,0.19,0.97,1.68,0.0,0.17,1.47,3.53,0.46,1.46,0.44,0.68,1.02,2.07,6.97,3.82,0.97,0.98,1.97,1.97,0.69,0.1,0.63,0.51,0.25,0.51,0.42,0.24,358fb074-ac1b-45a6-bf54-46c30534786e
6.3,3.8,0.25,1.25,1.5,0.3,0.0,0.25,0.0,0.5,0.0,0.25,1.25,3.0,0.75,2.5,0.5,0.5,0.5,0.5,4.0,3.22,0.5,0.5,0.5,1.0,0.25,0.0,0.0,0.0,0.0,1.75,0.5,0.5,91f28591-5a6b-4a84-ba9d-6ccaaabed775
35.7,25.65,0.54,4.295,4.835,4.8,0.99,0.41500000000000004,2.02,2.375,0.03,1.025,9.27,18.39,0.7050000000000001,2.045,6.41,7.3100000000000005,8.559999999999999,16.345,24.66,21.61,3.505,4.325,7.48,8.65,5.57,0.165,1.575,0.8400000000000001,0.61,1.495,1.095,0.565,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb
13.35,5.0,1.2850000000000001,3.3249999999999997,4.609999999999999,1.1,0.32,0.54,0.845,1.95,0.0,0.365,2.09,3.585,0.245,0.43,0.565,0.98,1.84,3.16,8.75,4.02,0.74,1.72,2.885,3.435,0.9950000000000001,0.45999999999999996,0.26,0.155,0.125,1.025,0.81,0.46,b8a77045-a325-4ac1-ad9c-d065ec1f41a4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9daa541c-53f6-47ac-ab09-c94f0dbda29b
21.5,8.35,1.7200000000000002,3.365,5.09,2.1,0.8400000000000001,0.07,1.445,1.26,0.005,0.11,2.295,6.585,1.705,4.29,2.0700000000000003,2.33,0.59,2.29,10.469999999999999,7.605,0.92,0.55,1.9849999999999999,1.095,2.12,0.075,1.45,1.2449999999999999,0.5,1.005,0.7250000000000001,0.19,9cfad453-b323-43dc-a066-6cd0a21745ad
9.05,1.9,0.5700000000000001,0.69,1.265,1.2000000000000002,0.485,0.0,0.395,1.395,0.0,0.23500000000000001,0.6549999999999999,1.905,0.22999999999999998,0.765,0.355,0.57,0.43,1.145,3.02,2.16,0.285,0.43,0.905,0.855,0.515,0.07,0.145,0.07,0.07,0.145,0.145,0.07,9d40276d-4d93-45f4-abb6-573e3ce0c2cd
10.5,2.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,0.0,0.5,0.0,0.0,1.0,1.5,2.5,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2226ff79-37ff-4b63-baeb-13df74890454
18.55,6.15,2.04,2.19,4.23,1.15,0.815,0.42000000000000004,0.69,2.075,0.0,0.815,2.485,6.3950000000000005,0.22,1.66,0.96,1.27,2.26,4.734999999999999,7.859999999999999,6.955,1.2,2.195,4.525,4.39,1.17,0.085,1.655,1.715,0.815,1.6849999999999998,1.375,0.6849999999999999,2ff9979f-4ca6-44b8-946e-70cbd992410c
16.55,5.75,1.4249999999999998,3.365,4.79,1.25,0.41000000000000003,1.045,1.01,1.755,0.015,0.265,2.245,3.9050000000000002,0.06,0.21000000000000002,1.2000000000000002,1.675,2.185,3.695,10.120000000000001,4.645,0.59,2.06,3.395,4.115,1.8499999999999999,0.30000000000000004,0.265,0.135,0.105,1.1749999999999998,0.7150000000000001,0.44500000000000006,0fbb8fd5-9b9c-48a2-a355-18aba7b5d9d5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d187d04-4cd9-44b3-9a29-408fac5b011e
8.15,2.7,0.71,1.69,2.405,0.35,0.23,0.115,0.115,0.79,0.0,0.115,1.23,2.46,0.04,0.19,0.19,0.345,1.19,2.27,4.31,2.615,0.48,0.845,1.5,1.69,0.365,0.0,0.04,0.02,0.02,0.44,0.56,0.21,ad354ebb-88e5-46e4-ad79-f7188ee1f6c2
30.15,8.75,1.74,3.1500000000000004,4.885,1.8,0.99,0.5700000000000001,0.985,2.455,0.015,0.39,3.185,7.885,1.68,4.885,0.685,0.955,1.5,2.995,10.985,8.305,1.415,1.4700000000000002,2.885,2.935,0.76,0.13,1.21,0.9349999999999999,0.475,1.13,1.245,0.45499999999999996,426357dc-340b-4d89-8e3b-7d6b4022b460
33.75,22.75,0.525,3.365,3.89,5.6,1.225,0.38,2.6799999999999997,2.65,0.0,0.77,8.515,17.645,1.2999999999999998,4.455,4.445,5.875,7.215,13.2,20.619999999999997,20.229999999999997,2.685,5.635,9.760000000000002,11.274999999999999,4.665,0.175,2.83,1.78,1.205,1.3,1.07,0.505,cfc1e41b-74ab-45ee-8132-aaf9ca7f8163
21.5,9.15,2.2,3.885,6.09,1.1,0.44499999999999995,1.525,1.125,2.465,0.0,0.5549999999999999,3.81,5.47,0.0,0.0,1.5499999999999998,2.185,3.81,5.47,14.885000000000002,6.43,1.04,3.765,5.29,7.52,2.1950000000000003,0.315,0.515,0.29000000000000004,0.22,2.605,1.585,1.1099999999999999,52cd8137-c791-4569-ad70-433e25d34882
10.9,4.8,0.27,1.71,1.98,0.65,0.25,0.115,0.23,0.69,0.02,0.075,1.54,3.71,0.79,1.885,0.925,1.0,0.75,1.825,5.325,4.15,0.385,0.365,0.865,0.73,0.98,0.04,0.06,0.095,0.02,0.325,0.425,0.115,47cd6421-0ce1-431e-9b9c-a8d9bfd0eb04
34.85,20.55,0.415,2.445,2.855,7.55,1.29,0.115,3.31,1.9100000000000001,0.005,0.615,7.46,15.855,2.5300000000000002,6.39,3.085,3.5200000000000005,4.93,9.47,20.205,17.41,3.455,3.61,6.655,7.225,3.0650000000000004,0.195,1.925,1.4500000000000002,0.74,1.7850000000000001,1.31,0.615,b79b88e1-35ef-4947-8a61-f6ec631a1e15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24059ab8-3407-4d10-8fe2-e1142dfb7381
28.85,13.5,0.41,2.1550000000000002,2.565,4.35,0.94,0.22999999999999998,1.445,1.48,0.0,0.315,4.215,11.155000000000001,2.825,7.825,2.225,2.88,1.39,3.33,12.49,12.42,1.9,0.905,1.8800000000000001,1.8050000000000002,2.52,0.115,1.645,1.07,0.5900000000000001,1.305,1.005,0.45499999999999996,604571ce-5be8-4938-b8fb-945ff8d15f8d
31.05,8.45,1.03,6.529999999999999,7.565,7.15,1.2149999999999999,0.99,2.99,2.975,0.015,0.265,3.4050000000000002,6.34,0.45,1.51,1.17,1.82,2.955,4.835,18.81,7.14,1.275,2.84,4.495,5.675000000000001,2.085,0.375,1.275,0.7849999999999999,0.55,0.665,0.685,0.29,5e5099d1-4a58-43f2-8d03-f2ae5dd49337
18.4,6.8,0.44,1.565,2.0,0.9,1.065,0.63,0.94,1.605,0.0,0.15000000000000002,2.4,5.355,1.775,4.38,0.23,0.23,0.625,0.98,7.46,5.46,1.065,0.44,0.7949999999999999,0.875,0.38,0.10500000000000001,0.625,0.775,0.21,0.27,0.275,0.085,478e5e20-5d59-402f-a901-b8e78f3e9508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85e8f802-bcbe-434b-a833-4b20adefd78e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77738c7a-6475-48a7-b31a-e824da419e8c
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597ebfd1-47bc-46ce-8788-af3645ac41b9
8.7,2.4,0.08,0.76,0.84,0.4,0.125,0.08,0.23,0.615,0.0,0.035,0.83,2.26,0.33,1.48,0.4,0.535,0.5,0.775,2.035,2.495,0.69,0.445,0.68,0.895,0.43,0.045,0.615,0.295,0.23,0.105,0.1,0.045,14dee36c-97c6-4668-8f4e-2833967e6ada
15.1,4.9,1.57,3.68,5.25,0.5,0.75,0.68,0.86,1.89,0.0,0.43,1.71,2.79,0.21,0.29,1.21,2.0,1.5,2.5,9.36,3.67,0.61,1.5,2.43,3.0,1.75,0.36,0.07,0.07,0.04,1.54,0.96,0.54,ae8df356-5e57-43e7-be4d-5ec7663312bd
29.75,13.100000000000001,0.5249999999999999,2.955,3.4850000000000003,1.0,0.5800000000000001,0.26,1.245,2.9400000000000004,0.005,0.575,5.105,11.18,1.425,3.86,1.4549999999999998,2.0,3.67,7.32,10.565000000000001,12.06,2.215,2.2399999999999998,4.42,4.475,2.58,0.185,1.565,0.94,0.605,1.1800000000000002,1.045,0.42,a4a75d83-54b5-4dca-913e-44ab04288446
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2ed5daf8-85ff-4f2f-b4a7-c02de13ac69b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3a2b38a1-23da-4af8-8c1a-e52694c2416a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c300422-b8e4-413e-bbb3-b33ad7509caa
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c163241b-b087-4527-8515-bd853984cc16
15.7,5.75,1.095,1.7650000000000001,2.8600000000000003,0.5,0.475,0.73,0.445,1.795,0.0,0.4,2.11,3.9,0.375,1.165,1.15,1.445,1.73,2.735,7.8100000000000005,4.54,0.95,1.7000000000000002,2.705,3.4000000000000004,1.2349999999999999,0.135,0.75,0.47,0.305,1.18,0.88,0.525,54cf6e06-9172-44b8-8d3b-ea1b6926553d
10.15,3.7,1.135,2.065,3.2,0.4,0.14500000000000002,0.55,0.655,1.135,0.025,0.31,1.355,2.3649999999999998,0.075,0.27,0.915,1.23,1.28,2.1,6.0,2.9050000000000002,0.35000000000000003,1.18,2.0,2.365,1.13,0.17,0.14,0.07,0.07,1.51,0.735,0.535,44231f84-c69d-440d-9287-e210d4ce1672
14.1,4.8,1.48,3.9800000000000004,5.46,0.6,0.32,0.72,0.965,1.76,0.025,0.185,2.165,3.01,0.015,0.015,0.465,0.9299999999999999,2.15,2.995,9.620000000000001,3.42,0.51,2.1399999999999997,2.955,4.28,1.085,0.315,0.27,0.21,0.135,1.135,0.865,0.49,0036a1fa-ff9a-44a5-8061-68b828ee2b1e
20.6,8.3,0.42500000000000004,2.635,3.06,1.15,0.425,0.105,0.825,1.5950000000000002,0.005,0.175,2.89,6.575,1.345,3.3899999999999997,1.175,1.325,1.5499999999999998,3.185,8.385,7.16,1.4049999999999998,1.185,2.215,2.37,1.305,0.135,1.05,0.625,0.38,0.875,0.89,0.33,0d9274b1-878c-44e3-8284-2c1f321d148b
36.45,28.200000000000003,0.61,3.8499999999999996,4.46,7.3,0.735,0.35,3.075,1.565,0.01,0.79,8.67,19.95,3.73,10.6,7.109999999999999,7.879999999999999,4.9399999999999995,9.350000000000001,25.915,23.42,3.31,3.755,6.78,7.5,6.165,0.14,2.3249999999999997,1.51,0.725,1.835,1.435,0.5700000000000001,5382cf43-3a79-4a5a-a7fd-153906fe65dd
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b31afe2-7fb7-42d1-8eef-003c5eb619c2
3.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,78df2636-a9fb-4a23-a29f-9c176d93123b
22.65,10.899999999999999,0.37,1.96,2.325,1.4,0.18,0.08499999999999999,0.795,1.62,0.0,0.44,4.085,8.805,2.02,4.91,0.735,0.9850000000000001,2.065,3.9000000000000004,9.15,9.24,1.075,1.775,3.2199999999999998,3.545,0.835,0.11000000000000001,1.475,1.0350000000000001,0.485,1.335,1.08,0.5549999999999999,66156be8-6202-40bd-bdc2-014a46bee28f
26.0,10.3,0.935,3.1950000000000003,4.125,2.6500000000000004,1.6549999999999998,0.6000000000000001,1.475,2.125,0.0,0.345,3.75,8.925,1.855,5.050000000000001,0.95,1.25,1.895,3.875,12.344999999999999,9.475,1.8399999999999999,1.645,3.205,3.2800000000000002,1.1,0.11,2.245,1.635,0.885,1.19,1.045,0.44,5b22ae60-ca29-4cd8-b618-cce7b9766b0e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef98a67f-6d45-45af-be21-23fc07eb3f17
21.75,7.7,0.385,1.52,1.905,2.9,0.625,0.195,0.925,1.75,0.0,0.295,3.115,7.3950000000000005,1.01,3.1950000000000003,0.49,0.6950000000000001,2.105,4.2,7.955,7.7,1.2650000000000001,1.6099999999999999,2.89,3.215,1.0899999999999999,0.060000000000000005,0.855,0.615,0.355,0.7150000000000001,0.5800000000000001,0.25,38a9b2cc-008e-406b-ad5a-87e0e54f93b7
34.3,26.85,0.915,3.11,4.03,4.7,1.5350000000000001,0.315,2.825,2.41,0.005,0.7949999999999999,9.67,20.55,3.38,9.365,4.105,4.720000000000001,6.285,11.19,23.105,22.630000000000003,3.885,5.074999999999999,8.635,10.155000000000001,3.9349999999999996,0.315,2.8449999999999998,2.0,1.18,2.005,1.53,0.765,b6dde96e-3748-4cbe-86d2-798d5dffb3c0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae849a76-4b0f-49de-95c0-726bee5a5f20
35.3,19.15,0.94,5.865,6.805,7.45,1.755,0.33999999999999997,2.24,1.7,0.0,0.77,7.859999999999999,17.41,1.595,4.645,1.8450000000000002,2.4,6.265,12.765,23.125,18.465,2.985,4.16,7.869999999999999,8.309999999999999,2.3449999999999998,0.155,2.71,1.77,1.175,1.3250000000000002,1.2850000000000001,0.535,7d27ec3b-1e31-4b0f-abcf-e12039a0e27b
14.75,4.75,0.16,1.45,1.6099999999999999,2.15,1.02,0.06,1.505,0.52,0.0,0.105,1.96,4.08,0.6,1.98,0.21,0.315,1.3599999999999999,2.1,5.855,4.220000000000001,0.87,1.35,2.05,2.7,0.86,0.045,0.745,0.47,0.345,0.125,0.195,0.035,7f11cfe9-30d3-492a-9033-08cf2324a73e
13.3,5.0,0.81,2.85,3.65,0.7,0.58,0.5,0.5,1.27,0.0,0.5,1.92,4.04,0.19,0.96,0.96,1.38,1.73,3.08,7.42,4.65,1.19,1.73,3.08,3.46,1.23,0.04,1.19,0.96,0.54,0.96,0.77,0.42,fe9b0c91-5964-4681-8f1b-e76b5d912b23
13.0,3.5,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,2.0,0.0,0.5,1.5,2.5,1.0,1.5,4.5,3.1,1.0,1.0,1.5,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4bf6de08-a2ab-4091-b81c-1762dc42f464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82c98130-ca75-4fad-be40-59133af1027e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badef3c4-e77e-4444-ac80-95d71332e974
19.549999999999997,6.5,1.95,2.38,4.33,1.0,0.52,0.375,0.825,2.5949999999999998,0.0,0.27,2.5,3.8,0.145,0.41500000000000004,1.3399999999999999,2.0,2.355,3.38,9.96,4.68,1.07,2.33,3.25,4.654999999999999,2.35,0.36,0.43999999999999995,0.25,0.21,1.0899999999999999,0.685,0.44499999999999995,a465418b-0933-40b4-8f01-253d046872e1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc929037-1cbf-4a60-a4d8-59636641ae88
13.05,3.65,0.35,2.1550000000000002,2.505,0.85,0.7949999999999999,0.165,0.44999999999999996,1.2349999999999999,0.015,0.14,1.355,3.09,0.62,1.52,0.325,0.44999999999999996,0.74,1.5699999999999998,5.705,3.29,0.695,0.35000000000000003,0.94,0.7000000000000001,0.295,0.03,0.25,0.265,0.125,0.49,0.32,0.165,474b716b-2dc2-4a2d-ade1-7b3b061b88da
22.5,9.0,0.29500000000000004,2.21,2.505,1.3,0.52,0.115,0.7050000000000001,2.285,0.0,0.275,3.035,8.05,2.2350000000000003,6.585,0.675,0.7949999999999999,0.8,1.465,7.6,8.4,1.315,0.7050000000000001,1.225,1.405,0.8400000000000001,0.08,0.86,0.685,0.30000000000000004,0.855,0.935,0.305,18d35316-9f40-408c-abcc-ab49e06ef8e8
18.0,6.7,0.71,2.04,2.76,0.8,0.41,0.27,0.81,1.53,0.0,0.34,2.57,6.0,0.93,3.03,0.59,0.93,1.64,2.97,6.36,6.41,0.87,1.57,2.79,3.14,0.83,0.13,1.2,0.87,0.5,1.04,0.87,0.41,339eff07-4d8e-42c6-9a47-900e94b13654
18.5,8.8,0.555,1.69,2.24,2.85,0.5549999999999999,0.325,1.155,0.625,0.0,0.565,3.475,8.215,1.06,2.935,0.7799999999999999,0.815,2.415,5.28,8.815,8.57,0.77,2.1100000000000003,4.195,4.215,0.76,0.035,1.105,0.815,0.385,0.775,0.585,0.36,48341095-ae5a-4d61-bcc8-1b0ceed870b2
33.0,18.299999999999997,0.48,3.0300000000000002,3.51,6.45,1.0,0.49,2.675,2.16,0.0,0.47,6.35,15.135,2.835,7.88,2.77,3.34,3.52,7.255000000000001,17.735,16.61,2.8150000000000004,2.26,4.49,4.52,3.02,0.185,2.035,1.62,0.73,1.1949999999999998,0.99,0.415,dbf09e15-1cd8-434e-acda-9527735ef4d6
34.3,18.5,3.2350000000000003,8.879999999999999,12.115,5.8,0.97,0.42,2.955,3.325,0.015,0.815,7.02,11.89,0.535,1.745,3.9250000000000003,5.285,6.484999999999999,10.145,28.575,14.215,2.165,6.234999999999999,9.385,12.469999999999999,4.845,0.705,1.315,0.6950000000000001,0.535,3.565,2.29,1.33,22038780-8c50-4211-a99e-656d983e5207
7.2,2.9,0.525,1.39,1.92,0.75,0.175,0.07,0.485,0.93,0.0,0.19,1.025,2.405,0.365,0.93,0.485,0.595,0.66,1.475,3.865,2.665,0.35,0.65,1.23,1.295,0.675,0.095,0.055,0.08,0.025,0.485,0.405,0.175,06255060-3d3d-44f6-a776-2aab8e57584a
31.2,14.45,0.45499999999999996,2.52,2.975,4.6,0.81,0.11,2.075,2.34,0.0,0.925,4.995,11.855,1.2850000000000001,3.91,3.17,3.635,3.71,7.945,13.525,13.455,2.23,2.795,5.58,5.585,3.2350000000000003,0.25,1.21,0.76,0.44999999999999996,0.96,0.895,0.355,a2c6a907-282f-4172-9d60-42d03987da0e
2.4,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.4,1.0,0.4,1.0,0.0,0.4,1.0,0.8,0.0,0.0,0.4,0.2,0.2,0.4,0.2,0.2,1ad3d938-c2af-4567-b968-95dd79427fa5
8.85,3.9000000000000004,1.73,1.8,3.535,0.4,0.255,0.485,0.8400000000000001,1.275,0.01,0.22499999999999998,1.62,2.88,0.115,0.265,0.565,1.125,1.505,2.615,5.915,3.375,0.5549999999999999,1.505,2.605,3.0149999999999997,0.82,0.265,0.20500000000000002,0.115,0.09,1.305,1.045,0.5549999999999999,1c82e36d-8975-4778-9d49-d872d2f3f1be
11.0,1.5,0.0,1.5,1.5,0.5,1.5,0.5,0.0,2.0,0.0,0.5,0.5,5.0,0.5,3.5,0.0,0.0,0.0,1.5,1.0,5.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,b35d5612-2aaf-4666-afc6-4076be5d00de
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66653afb-437d-44fb-ab1b-78457d58ea10
21.549999999999997,7.300000000000001,0.44,2.235,2.67,3.95,1.35,0.42000000000000004,1.635,1.8199999999999998,0.0,0.595,2.785,6.685,0.375,1.595,1.315,1.825,2.4050000000000002,5.095,9.64,7.485,1.0699999999999998,2.085,4.05,4.175,1.47,0.075,1.29,0.7050000000000001,0.47,0.7050000000000001,0.545,0.275,8bfafad0-c7ac-4eca-8bba-60cf72180545
9.1,3.3,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,0.0,0.3,1.3,3.1,0.4,1.3,0.3,0.3,0.9,1.8,5.2,3.23,0.7,0.8,1.6,1.6,0.2,0.0,0.9,0.5,0.3,0.2,0.3,0.1,a6d12593-86ca-485f-b775-2abb14eb6d99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7969b2b1-b7a1-44d9-a97c-fb840385f0db
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d31ffce-5a7c-41de-97ce-304361028a3e
5.6,2.2,0.32,0.66,0.97,0.6,0.29,0.13,0.21,0.63,0.0,0.18,0.84,1.89,0.18,0.71,0.37,0.55,0.66,1.18,2.76,2.14,0.34,0.61,1.05,1.21,0.5,0.03,0.5,0.37,0.16,0.21,0.29,0.11,39d205a6-5a8e-4656-9565-87a8e95ee411
19.2,7.85,1.12,3.02,4.14,1.05,0.36,0.74,0.835,1.665,0.0,0.31,3.19,6.595000000000001,0.575,2.2600000000000002,0.905,1.6400000000000001,2.615,4.33,9.17,7.32,0.76,2.545,3.785,5.095,1.5699999999999998,0.19,0.475,0.31,0.24,1.02,0.9299999999999999,0.42999999999999994,e18e9d0a-97b9-470d-b0a6-0c401ae0e0a0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c19138b-1769-4418-b481-af76751739f0
9.3,2.9,0.41,1.32,1.73,0.5,0.32,0.0,0.45,0.77,0.0,0.05,1.05,2.82,0.82,2.0,0.0,0.0,0.23,0.82,3.23,2.82,0.45,0.23,0.68,0.45,0.09,0.0,0.23,0.18,0.09,0.23,0.23,0.09,036f914a-aad0-4ff1-9771-54f9e963d1b8
27.65,14.65,0.48,3.43,3.91,2.5,1.065,0.58,1.105,1.6600000000000001,0.0,0.395,5.54,12.475,2.14,5.715,1.4,1.835,3.4000000000000004,6.76,14.195,13.280000000000001,2.485,2.015,3.7699999999999996,4.03,1.5550000000000002,0.1,2.63,1.625,0.9450000000000001,1.25,1.42,0.53,fe215630-2dc5-4573-95cc-c1b14abbbbcd
20.950000000000003,5.15,0.625,2.835,3.465,1.05,0.6000000000000001,0.27999999999999997,0.375,1.87,0.0,0.12,1.8900000000000001,4.43,1.03,2.9850000000000003,0.35,0.5,0.8600000000000001,1.45,7.495,4.65,0.9850000000000001,0.745,1.1800000000000002,1.495,0.62,0.0,0.57,0.365,0.22999999999999998,0.535,0.51,0.23,bbeecf0c-62c6-4211-991d-2afaf2403623
34.0,4.0,0.0,2.0,2.0,7.5,1.5,2.0,3.5,3.5,0.0,0.5,1.5,7.5,1.0,4.0,0.0,0.0,0.5,3.5,7.5,7.5,1.5,0.0,1.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,aedb3cc5-6b48-456a-aa61-aa002905b507
2.25,0.9,0.0,0.375,0.375,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.875,0.125,0.5,0.0,0.0,0.25,0.375,0.875,0.875,0.625,0.125,0.25,0.25,0.0,0.0,0.375,0.125,0.125,0.25,0.125,0.125,08fd692d-bce8-4f56-9add-77efc68637e8
29.450000000000003,13.350000000000001,0.5549999999999999,3.0300000000000002,3.59,4.6,0.95,0.89,1.37,2.14,0.0,0.37,4.65,10.56,1.685,5.035,2.3899999999999997,2.73,2.965,5.53,15.765,11.76,1.845,2.665,4.77,5.33,3.08,0.07,1.75,1.125,0.6499999999999999,1.42,1.125,0.52,9bcd5cff-4a1c-4454-89b6-a5899b0c6bcc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169083b9-0653-44c8-ac69-bc5360a468c6
2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,1.0,0.0,0.0,1.0,1.5,1.5,2.5,0.0,1.0,1.5,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,65281655-5409-4943-9013-ac2ad45374ea
23.5,12.0,0.5,6.5,7.0,2.0,2.5,0.5,1.0,2.5,0.0,0.5,4.0,5.5,0.0,1.0,4.0,5.0,4.0,4.5,20.5,7.7,4.0,2.5,3.0,5.0,2.5,0.0,2.0,1.0,1.0,1.0,0.0,0.0,91ef3b61-97a2-4b07-981a-c4228713fd1f
6.85,2.15,0.215,0.76,0.975,0.6,0.31,0.05,0.38,0.57,0.0,0.095,0.81,1.645,0.42500000000000004,1.075,0.07,0.095,0.38,0.5700000000000001,2.81,1.685,0.165,0.38,0.5700000000000001,0.765,0.07,0.0,0.095,0.095,0.05,0.285,0.31,0.095,870310f0-9480-453a-8b33-a62f283c5eda
20.45,5.550000000000001,0.98,2.27,3.25,3.0999999999999996,1.2850000000000001,0.28500000000000003,0.8049999999999999,0.8899999999999999,0.0,0.24000000000000002,2.065,4.51,0.6599999999999999,1.74,0.77,0.915,1.405,2.77,10.07,4.915,0.9450000000000001,1.28,2.495,2.56,1.2750000000000001,0.03,0.6799999999999999,0.44999999999999996,0.28500000000000003,0.75,0.635,0.28500000000000003,1db0df17-b3d5-4ddb-98d0-8f86239347bf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5e899f1-36b5-4fde-8e58-8c572ab4ffe6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c62d543e-e6fe-4154-9989-7c6857af1594
